38-39	36-37	34-35	32-33	30-31	28-29	26-27	24-25	Error	Total
0	0	0	0	4	98	503	163	0	768
0	0	0	0	3	99	547	119	0	768
0	0	0	0	2	98	514	154	0	768
0	0	0	0	3	97	526	142	0	768
0	0	0	0	7	99	543	119	0	768
0	0	0	0	8	100	534	126	0	768
0	0	0	0	4	92	546	126	0	768
0	0	0	0	5	109	553	101	0	768
0	0	0	0	5	95	555	113	0	768
0	0	0	0	9	108	583	68	0	768
0	0	0	0	11	116	566	75	0	768
0	0	0	0	7	119	574	68	0	768
0	0	0	0	7	114	581	66	0	768
0	0	0	0	7	119	558	84	0	768
0	0	0	0	12	114	579	63	0	768
0	0	0	0	10	109	592	57	0	768
0	0	0	0	7	110	595	56	0	768
0	0	0	0	14	135	573	46	0	768
0	0	0	0	7	138	585	38	0	768
0	0	0	0	8	127	596	37	0	768
0	0	0	0	13	133	578	44	0	768
0	0	0	0	10	111	584	63	0	768
0	0	0	0	10	136	586	36	0	768
0	0	0	1	12	133	575	47	0	768
0	0	0	0	10	117	597	44	0	768
0	0	0	0	12	121	572	63	0	768
0	0	0	0	6	132	564	66	0	768
0	0	0	0	4	130	598	36	0	768
0	0	0	0	22	145	527	74	0	768
0	0	0	0	21	132	559	56	0	768
0	0	0	0	18	143	533	74	0	768
0	0	0	0	17	137	511	103	0	768
0	0	0	0	3	139	551	75	0	768
0	0	0	0	6	126	566	70	0	768
0	0	0	0	7	132	544	85	0	768
0	0	0	0	7	126	566	69	0	768
0	0	0	0	9	133	586	40	0	768
0	0	0	0	6	122	589	51	0	768
0	0	0	0	7	125	588	48	0	768
0	0	0	0	7	117	590	54	0	768
0	0	0	0	7	122	583	56	0	768
0	0	0	0	7	121	576	64	0	768
0	0	0	0	8	131	561	68	0	768
0	0	0	0	5	133	576	54	0	768
0	0	0	0	7	142	537	82	0	768
0	0	0	0	6	133	555	74	0	768
0	0	0	0	5	140	555	68	0	768
0	0	0	0	6	71	622	69	0	768
0	0	0	0	6	102	611	49	0	768
0	0	0	0	4	92	617	55	0	768
0	0	0	0	2	92	621	53	0	768
0	0	0	0	3	111	601	53	0	768
0	0	0	0	5	76	642	45	0	768
0	0	0	0	5	125	600	38	0	768
0	0	0	0	4	131	587	46	0	768
0	0	0	0	9	123	602	34	0	768
0	0	0	0	5	126	607	30	0	768
0	0	0	0	7	131	605	25	0	768
0	0	0	0	2	96	594	76	0	768
0	0	0	0	2	116	578	72	0	768
0	0	0	0	2	124	579	63	0	768
0	0	0	0	3	109	601	55	0	768
0	0	0	0	2	106	610	50	0	768
0	0	0	0	2	96	615	55	0	768
0	0	0	0	4	112	627	25	0	768
0	0	0	0	1	96	623	48	0	768
0	0	0	0	7	113	631	17	0	768
0	0	0	1	5	115	601	46	0	768
0	0	0	1	5	108	630	24	0	768
0	0	0	0	2	109	617	40	0	768
0	0	0	0	2	104	622	40	0	768
0	0	0	0	2	110	609	47	0	768
0	0	0	0	4	120	581	63	0	768
0	0	0	0	4	72	613	79	0	768
0	0	0	0	4	114	619	31	0	768
